Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Type_of_Ownership,Industry,Sector,Revenue,Easy_Apply,Job_Description,Skills,Min_Salary,Max_Salary,Avg_Salary,Date
Data Analyst,$69K-$121K,3.5,Insightify,"Hyderabad, TS","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,10M-100M,No,Station tell ago. Mother sort politics student executive Democrat difference. Chair close party current. Condition yes establish them mean.,Tableau;Excel;R,69000,121000,95000,2025-11-04
Research Analyst,$34K-$86K,,TechPulse,"New York, NY","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,10M-100M,Yes,Executive return especially line field seat fall. Sea hair or old machine.,PowerBI;Tableau;Git,34000,86000,60000,2016-11-16
Data Scientist,$56K-$106K,,HealthSense,"Bengaluru, KA","Bengaluru, KA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,1M-10M,Yes,One series whole notice degree determine watch treat. Alone stand method subject suddenly. Better how TV base.,Git;AWS;Python;Excel;Deep Learning;Tableau,56000,106000,81000,2024-11-21
Data Scientist,$98K-$104K,4.7,DataWorks,"San Francisco, CA","Pune, MH",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,1M-10M,Yes,This expect important subject performance government. Response visit feeling fire floor strategy play into.,R;PowerBI,98000,104000,101000,2024-04-06
Senior Data Analyst,$79K-$92K,3.3,TechPulse,"Chennai, TN","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,1M-10M,No,Democratic third fund federal politics. Lose candidate foreign police own to bank.,Deep Learning;PowerBI;R;Statistics;Tableau;NLP,79000,92000,85500,2022-05-08
Research Analyst,$55K-$105K,,FinSight,"Chennai, TN","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Research,100M-1B,Yes,Try subject law. I claim take society western along.,Statistics;R,55000,105000,80000,2017-05-26
Senior Data Analyst,$47K-$68K,,FinSight,"Delhi, DL","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Analytics,100M-1B,No,Near car new. Since summer specific but court. More determine beautiful national figure standard.,Git;R,47000,68000,57500,2025-02-10
BI Analyst,$66K-$107K,3.2,Insightify,"Hyderabad, TS","Delhi, DL",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,Yes,Memory window always little machine. Everybody figure wait peace character in event write. Grow mother program state whole president someone.,Git;Python;R;Deep Learning;NLP,66000,107000,86500,2021-07-06
BI Analyst,$94K-$153K,4.2,DataWorks,"New York, NY","Mumbai, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Business Intelligence,10M-100M,No,Specific need different education perhaps way. He movie out suffer religious edge. Audience career song strategy risk thousand.,R;Deep Learning,94000,153000,123500,2016-07-06
Data Analyst,$71K-$131K,2.7,RetailEdge,"Pune, MH","Hyderabad, TS",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Analytics,<1M,Yes,City nature exactly go far big after human. Sometimes rich skill edge lay room coach box. Current mean morning nothing. Never officer executive treat alone piece small court.,Spark;R;Excel;NLP;Python,71000,131000,101000,2023-09-01
BI Analyst,$83K-$91K,,HealthSense,"Hyderabad, TS","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,1M-10M,No,Friend individual similar would break. Behind lot town protect white difficult class fly. Type woman section mind full cut effect.,NLP;Deep Learning,83000,91000,87000,2020-02-24
Research Analyst,$41K-$87K,4.7,AnalyticaX,"San Francisco, CA","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,<1M,Yes,Challenge deal doctor challenge performance goal simply. Way let civil goal gas.,Statistics;Tableau;Python;Excel;Deep Learning;SQL,41000,87000,64000,2018-03-04
BI Analyst,$82K-$96K,,HealthSense,"Bengaluru, KA","Delhi, DL",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,1M-10M,No,Report best goal under perhaps debate which. When president culture character practice start. Thus now community environment read focus newspaper risk.,Deep Learning;Spark;NLP;R;Git;Statistics,82000,96000,89000,2021-09-28
Data Scientist,$56K-$90K,,FinSight,"Mumbai, MH","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,1M-10M,No,Simple born card head. Spend place be different in. Job list condition defense.,SQL;AWS,56000,90000,73000,2018-04-06
Senior Data Analyst,$58K-$73K,2.7,TechPulse,"Delhi, DL","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,>1B,No,Indeed sport sell movie speech. Realize share more brother message owner series.,Excel;NLP;Statistics,58000,73000,65500,2023-03-03
Data Analyst,$38K-$88K,2.9,RetailEdge,"Delhi, DL","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,100M-1B,No,Design specific box appear artist. Race beat turn current that worry. Next customer animal general.,PowerBI;AWS,38000,88000,63000,2017-04-17
Data Scientist,$91K-$119K,4.7,BioStats,"San Francisco, CA","New York, NY",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,<1M,Yes,Discussion speak development source share benefit. Service for word move program. Care lawyer hold care phone.,Excel;Statistics;Git,91000,119000,105000,2023-03-18
Senior Data Analyst,$88K-$134K,2.6,Insightify,"Pune, MH","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,100M-1B,Yes,Offer seven front light authority. Run sister rather hold friend happen. Outside current enough western whatever suggest quickly create. Service physical eight low race attorney mean product.,Excel;PowerBI;Spark;NLP;AWS;SQL,88000,134000,111000,2020-10-01
Senior Data Analyst,$98K-$116K,,FinSight,"Bengaluru, KA","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,<1M,No,Least smile nothing teach why last. Leg film area hour.,Tableau;SQL;Statistics;NLP;R,98000,116000,107000,2017-07-24
Research Analyst,$49K-$83K,,HealthSense,"Delhi, DL","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,1M-10M,No,Cold speak arrive other level. Economic discuss song. Talk mother report eight try office task.,Excel;PowerBI,49000,83000,66000,2024-02-03
Research Analyst,$78K-$107K,,RetailEdge,"Bengaluru, KA","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,10M-100M,No,Ever behind though throughout safe. Step laugh now. Always once behavior nation.,Git;Python;SQL;NLP,78000,107000,92500,2019-02-17
Senior Data Analyst,$37K-$56K,,Insightify,"Pune, MH","San Francisco, CA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,10M-100M,Yes,Ability drug next expect institution threat. College thing art yard nation. Without game song east trade truth.,Deep Learning;Tableau,37000,56000,46500,2020-09-18
Data Scientist,$41K-$72K,,RetailEdge,"Chennai, TN","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,10M-100M,Yes,There everyone apply reduce. Me need inside something memory minute.,Excel;R;Python;AWS;Tableau,41000,72000,56500,2021-11-28
Research Analyst,$40K-$49K,4.1,HealthSense,"Bengaluru, KA","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,<1M,Yes,Certainly relate by society common their behind. Ahead note reach true behavior whether.,PowerBI;Deep Learning;Tableau;NLP;AWS;Python,40000,49000,44500,2022-11-24
BI Analyst,$36K-$79K,3.8,BioStats,"New York, NY","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,100M-1B,No,Nothing glass east today try let already. Night hotel picture process herself wife.,Git;SQL;R;AWS;Python;Deep Learning,36000,79000,57500,2021-06-14
BI Analyst,$71K-$121K,,FinSight,"Delhi, DL","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,>1B,No,Cultural attention black. International them painting bar conference final down.,Statistics;Spark;Tableau;Git;Python,71000,121000,96000,2024-05-08
Research Analyst,$51K-$106K,,DataWorks,"Mumbai, MH","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,10M-100M,No,These age life history out war. Clearly available four. Term information finish newspaper.,R;SQL,51000,106000,78500,2017-09-05
Data Scientist,$40K-$93K,,BioStats,"Mumbai, MH","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,10M-100M,No,Recent become impact computer address. Center sing style water avoid. Local class its small wonder condition task data.,Excel;SQL;R;PowerBI,40000,93000,66500,2020-10-17
Data Analyst,$62K-$86K,3.6,BioStats,"San Francisco, CA","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,10M-100M,Yes,Anything pull suggest game. Western seek blood chair participant prepare be win. Develop week value between new.,Python;Deep Learning;SQL;R;PowerBI,62000,86000,74000,2024-10-22
Senior Data Analyst,$73K-$106K,4.3,AnalyticaX,"Chennai, TN","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Data Science,>1B,No,Could across recent step how.,Excel;Git;Python,73000,106000,89500,2021-01-06
Senior Data Analyst,$48K-$61K,,AnalyticaX,"Hyderabad, TS","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,<1M,Yes,Minute per degree modern conference environmental employee bar. Detail ago herself share similar recently.,Spark;AWS;PowerBI;SQL;Deep Learning,48000,61000,54500,2023-11-12
Senior Data Analyst,$55K-$68K,4.8,FinSight,"San Francisco, CA","Bengaluru, KA",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,<1M,No,Will president recent power wind hear TV. Eight market from indicate kitchen weight stock.,NLP;SQL;R;Tableau;Git,55000,68000,61500,2019-08-01
Data Analyst,$63K-$95K,3.7,TechPulse,"Delhi, DL","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Research,1M-10M,Yes,Military apply not defense tree life prepare. Your paper act case. Clear show owner.,Git;Spark;AWS;SQL,63000,95000,79000,2025-05-13
Data Analyst,$80K-$130K,4.7,RetailEdge,"San Francisco, CA","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,<1M,No,Record child eat guy eat difficult quite. Stay as society else realize. Out hard nearly clear add raise hand major.,R;Tableau,80000,130000,105000,2023-11-23
Research Analyst,$91K-$120K,4.0,BioStats,"Chennai, TN","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Product,100M-1B,No,Draw would eat we. Determine face stand fear picture. Hair two continue.,AWS;Statistics;SQL;Git,91000,120000,105500,2020-07-03
BI Analyst,$40K-$47K,,TechPulse,"Pune, MH","Delhi, DL",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Analytics,10M-100M,Yes,Reflect able stuff design fly nothing. Full coach site behavior enjoy stay. Because task home arm less politics.,Excel;Statistics;Tableau;Deep Learning;SQL,40000,47000,43500,2019-02-07
Data Analyst,$76K-$128K,3.8,AnalyticaX,"Chennai, TN","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,10M-100M,Yes,Training opportunity history serve. Administration century deep financial knowledge he. Range idea sometimes toward you finally.,Spark;Statistics;Deep Learning;Git;PowerBI,76000,128000,102000,2018-05-02
Data Analyst,$99K-$150K,3.4,FinSight,"New York, NY","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Analytics,>1B,Yes,Service civil else free. Blood place physical television. Under goal bring commercial image leave religious son.,PowerBI;Spark;R;Excel,99000,150000,124500,2016-02-15
Data Scientist,$50K-$106K,,RetailEdge,"Bengaluru, KA","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,Yes,Relationship magazine wait positive. Act state create leg feeling star candidate.,Git;Spark,50000,106000,78000,2019-10-19
Data Analyst,$65K-$83K,4.6,FinSight,"San Francisco, CA","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,<1M,Yes,Stop teacher total question religious debate seven. Action strategy market seat agent.,Statistics;Deep Learning;PowerBI;Python;Tableau;R,65000,83000,74000,2021-02-14
Senior Data Analyst,$41K-$55K,4.2,Insightify,"Hyderabad, TS","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,10M-100M,Yes,Discover take husband season hundred. Responsibility rate century begin.,PowerBI;Deep Learning;Python;Spark;SQL,41000,55000,48000,2016-02-07
BI Analyst,$82K-$103K,4.1,AnalyticaX,"San Francisco, CA","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,>1B,Yes,Sit already east seek he federal begin including. Until book forward situation lay mouth race official. About floor letter.,R;NLP;Python;AWS;Git;SQL,82000,103000,92500,2018-05-20
Senior Data Analyst,$49K-$88K,4.5,RetailEdge,"Bengaluru, KA","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,<1M,Yes,However bit car product food election. White west take four long.,Tableau;Python;NLP;Deep Learning,49000,88000,68500,2020-11-04
Research Analyst,$77K-$117K,,AnalyticaX,"Hyderabad, TS","Chennai, TN",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Data Science,100M-1B,No,Ask everybody box bill discuss bed could measure. Oil science development beat life. Newspaper fight sister buy economy window.,Tableau;PowerBI;SQL,77000,117000,97000,2021-12-28
Research Analyst,$74K-$111K,3.6,FinSight,"Pune, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,>1B,No,Us plant campaign say. Get thus include culture.,R;Tableau,74000,111000,92500,2018-05-24
BI Analyst,$90K-$125K,3.4,AnalyticaX,"Delhi, DL","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,10M-100M,No,Thought bed heart fast. Story area college environmental human media decade. Own media part fear low.,Tableau;R;Excel;SQL;Spark,90000,125000,107500,2024-11-20
Senior Data Analyst,$90K-$141K,,TechPulse,"Mumbai, MH","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,1M-10M,No,Finish table ground traditional. Until add both.,Python;NLP;PowerBI,90000,141000,115500,2023-06-15
Data Scientist,$38K-$56K,3.3,BioStats,"Bengaluru, KA","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Research,>1B,No,Common possible let former address green consumer. Paper none child color PM raise.,Python;Deep Learning;Tableau;Excel,38000,56000,47000,2018-10-13
Research Analyst,$63K-$85K,4.1,DataWorks,"Mumbai, MH","Pune, MH",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,10M-100M,No,Nature sign member week make. Member degree defense in their community whole. Interview book traditional human blue military ahead.,Excel;Statistics;R,63000,85000,74000,2025-02-26
Senior Data Analyst,$90K-$104K,4.7,DataWorks,"Mumbai, MH","San Francisco, CA",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,>1B,No,Story chance cup would structure young day.,Deep Learning;PowerBI;Excel,90000,104000,97000,2025-12-06
Senior Data Analyst,$83K-$118K,,FinSight,"Mumbai, MH","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Data Science,10M-100M,Yes,Very television under challenge dog. Green call pressure. Market defense officer stock hard case deal available.,NLP;Git;PowerBI,83000,118000,100500,2024-06-22
Senior Data Analyst,$64K-$96K,4.7,AnalyticaX,"Pune, MH","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,1M-10M,No,After south nice challenge risk system. Up skill food lay still. Collection simply admit most within fill.,PowerBI;Git;SQL;Tableau;Statistics,64000,96000,80000,2016-02-12
Senior Data Analyst,$98K-$125K,3.5,TechPulse,"Pune, MH","San Francisco, CA",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,<1M,Yes,World society chance eight member. Time culture however pattern thank.,Python;Excel;AWS;PowerBI;Deep Learning,98000,125000,111500,2024-12-03
Data Analyst,$43K-$70K,4.2,RetailEdge,"Hyderabad, TS","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,<1M,No,Sign season what research phone. Article very partner beautiful year new maintain. Relate entire rate truth.,Deep Learning;Tableau,43000,70000,56500,2020-01-22
Research Analyst,$75K-$119K,3.0,Insightify,"Chennai, TN","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,<1M,No,Pull rise federal public summer. Care huge provide enter expect three today. Week threat go shoulder. Per left play four bed red.,NLP;Excel;Git;AWS;Statistics,75000,119000,97000,2017-09-26
Research Analyst,$66K-$81K,3.8,AnalyticaX,"New York, NY","Chennai, TN",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,1M-10M,Yes,Brother pay though major billion identify eight smile. Board meeting strategy stock notice. Thing many those growth set kitchen.,Git;R;AWS;PowerBI;Tableau;NLP,66000,81000,73500,2021-10-07
Data Analyst,$96K-$141K,3.5,RetailEdge,"Hyderabad, TS","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,Yes,Those blue reduce dark attention though than law. Culture yes book.,Excel;Spark;PowerBI;R;Deep Learning,96000,141000,118500,2020-04-24
Senior Data Analyst,$49K-$87K,,BioStats,"Bengaluru, KA","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Analytics,100M-1B,No,South ever baby attention. Happen line become begin look full. Fall yard little stand mission.,Deep Learning;AWS;Tableau;Excel,49000,87000,68000,2020-02-19
Research Analyst,$82K-$135K,4.8,FinSight,"Bengaluru, KA","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Product,10M-100M,No,Professor local seem author deep way figure. Office people to policy. Until else decide employee.,PowerBI;Python,82000,135000,108500,2024-04-24
Data Scientist,$59K-$96K,3.6,DataWorks,"Hyderabad, TS","Hyderabad, TS",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,No,Fear she enter run hit defense. Think force do.,Statistics;SQL;R,59000,96000,77500,2025-04-05
Data Analyst,$95K-$147K,,DataWorks,"Pune, MH","Pune, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Research,10M-100M,Yes,Around life push successful than modern perhaps. Decide common bad popular he will meet edge.,Deep Learning;Statistics;Excel,95000,147000,121000,2018-12-26
Data Analyst,$68K-$126K,3.0,BioStats,"Hyderabad, TS","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Data Science,1M-10M,Yes,Music provide own through. Side attack interest two development network type. Child total treat necessary let blue measure.,SQL;Tableau;AWS;Statistics,68000,126000,97000,2016-02-20
Data Scientist,$62K-$114K,,RetailEdge,"San Francisco, CA","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,10M-100M,Yes,Team discussion possible why. Analysis natural federal know.,R;PowerBI;Excel;Tableau,62000,114000,88000,2016-08-07
Senior Data Analyst,$52K-$98K,,FinSight,"Bengaluru, KA","Bengaluru, KA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,>1B,No,Arrive report east investment. Action our building check include. Fear big believe class word.,Python;AWS;Spark,52000,98000,75000,2019-05-24
Data Scientist,$82K-$138K,,DataWorks,"Chennai, TN","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,10M-100M,No,Financial investment support executive everybody. Least run region something baby. Conference attack support move against.,AWS;Tableau;R,82000,138000,110000,2024-11-22
Data Scientist,$60K-$90K,,AnalyticaX,"New York, NY","Chennai, TN",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Research,>1B,Yes,Across get street support. Let care politics.,Git;R;Tableau,60000,90000,75000,2021-11-07
Research Analyst,$81K-$124K,4.7,FinSight,"Pune, MH","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Healthcare,Product,10M-100M,No,His firm this Mr network address similar. Catch person parent say house could. Owner day idea.,R;Deep Learning;Excel;Git,81000,124000,102500,2025-06-11
BI Analyst,$50K-$103K,4.6,TechPulse,"San Francisco, CA","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Data Science,100M-1B,Yes,Paper address do while. Process statement scene.,AWS;Excel;Spark,50000,103000,76500,2016-02-13
Data Scientist,$99K-$110K,4.8,RetailEdge,"New York, NY","Delhi, DL",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,10M-100M,No,Major home candidate staff member south. Instead we trouble heavy like point consider throw. Describe economy go be old market. Young chance old truth hold party enter.,Git;Python;AWS;Statistics;PowerBI;R,99000,110000,104500,2016-09-27
BI Analyst,$68K-$120K,3.3,FinSight,"Hyderabad, TS","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Data Science,>1B,No,Eight total participant. Policy partner hundred. Size college husband cut laugh.,Python;Excel;SQL,68000,120000,94000,2022-06-03
Data Scientist,$59K-$118K,,HealthSense,"New York, NY","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Business Intelligence,10M-100M,Yes,Part teacher pretty per week various everybody. Affect join society her during sort develop.,SQL;PowerBI,59000,118000,88500,2022-05-17
Research Analyst,$39K-$76K,3.5,HealthSense,"Delhi, DL","Mumbai, MH",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Analytics,100M-1B,Yes,Sort reflect paper picture. Whose cultural artist plan board audience. Article final ability need small trip head.,Statistics;Deep Learning;PowerBI;AWS;Spark,39000,76000,57500,2020-01-08
Senior Data Analyst,$48K-$69K,4.2,RetailEdge,"Chennai, TN","Hyderabad, TS",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Analytics,>1B,Yes,Answer right area assume agree provide wish. Poor just value throw memory allow recognize.,AWS;Git;Excel;SQL;Tableau;R,48000,69000,58500,2017-02-13
Senior Data Analyst,$81K-$110K,,FinSight,"Bengaluru, KA","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Analytics,100M-1B,No,Gun president these recognize owner base dark. When social clear experience environment. Several ready explain fall do usually health. Need road voice.,Tableau;Excel;Python,81000,110000,95500,2022-01-02
Data Scientist,$42K-$50K,4.2,Insightify,"Delhi, DL","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Education,Research,10M-100M,No,Sign worker and population. Stay suddenly policy specific human upon nature. Good activity me before.,Python;NLP;AWS,42000,50000,46000,2023-11-01
Data Analyst,$45K-$77K,4.7,TechPulse,"Chennai, TN","Mumbai, MH",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Research,100M-1B,No,Drug mention model we believe customer serve final. Total opportunity four whole blood something member worker. Seven give appear born want past.,AWS;NLP;Python,45000,77000,61000,2018-03-19
Data Analyst,$99K-$145K,3.4,BioStats,"Pune, MH","Hyderabad, TS",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,100M-1B,No,Head against decade network her reality. People old head condition that beat.,Git;Excel,99000,145000,122000,2016-01-18
Data Scientist,$83K-$96K,2.9,BioStats,"Hyderabad, TS","Pune, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,1M-10M,Yes,Government director break enjoy join debate. Decision assume outside concern short its put. Clearly his improve while perhaps attack.,AWS;Excel;Git;Python;R;PowerBI,83000,96000,89500,2019-10-02
Data Scientist,$94K-$123K,3.5,BioStats,"Bengaluru, KA","New York, NY",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Business Intelligence,100M-1B,Yes,Especially explain general available. Education lawyer six my. Former describe table travel actually benefit black.,Tableau;AWS,94000,123000,108500,2016-08-23
BI Analyst,$87K-$140K,,DataWorks,"Bengaluru, KA","New York, NY",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Consulting,Business Intelligence,10M-100M,No,Push because test kitchen reason. Door population debate.,Spark;Tableau;SQL;Statistics;Excel;Git,87000,140000,113500,2024-07-04
BI Analyst,$73K-$105K,2.7,RetailEdge,"Mumbai, MH","Hyderabad, TS",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Business Intelligence,>1B,Yes,Simply grow vote. Movement across sister administration.,Deep Learning;Spark;Git;NLP,73000,105000,89000,2021-07-24
Research Analyst,$58K-$89K,4.3,HealthSense,"Delhi, DL","San Francisco, CA",51-200,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,<1M,No,Our as firm trial data. Enough few individual unit necessary provide must.,SQL;Python,58000,89000,73500,2020-06-20
BI Analyst,$68K-$116K,,DataWorks,"Chennai, TN","San Francisco, CA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Retail,Product,<1M,No,Poor themselves worker send. How perhaps back property find. Particularly big simple try administration.,R;SQL,68000,116000,92000,2022-10-18
Research Analyst,$94K-$152K,,Insightify,"San Francisco, CA","Bengaluru, KA",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Product,1M-10M,Yes,Career then create determine meeting win low. Use decade local every. North everyone build political by. However able visit any easy push everyone.,NLP;Python;Spark,94000,152000,123000,2018-01-11
Research Analyst,$30K-$64K,,HealthSense,"Bengaluru, KA","Chennai, TN",201-1000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,<1M,No,Draw special run card. Sort prevent over sense wind.,Tableau;Python;AWS;Git;PowerBI;NLP,30000,64000,47000,2019-11-13
Data Analyst,$64K-$97K,,AnalyticaX,"San Francisco, CA","New York, NY",1-50,"['Private', 'Public', 'Subsidiary', 'Non-profit']",E-Commerce,Business Intelligence,10M-100M,No,Do language picture idea power financial claim.,NLP;AWS;PowerBI;Python;Git;Deep Learning,64000,97000,80500,2025-12-22
BI Analyst,$46K-$106K,,DataWorks,"Mumbai, MH","New York, NY",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Biotech,Analytics,>1B,Yes,Coach spend he site back executive notice. Avoid crime happen sense. Southern member idea national event rise performance.,Deep Learning;NLP;Git;Spark,46000,106000,76000,2022-05-17
Data Analyst,$61K-$82K,,HealthSense,"Delhi, DL","Delhi, DL",5000+,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Finance,Data Science,100M-1B,Yes,Chance next when baby simple. When senior apply media again too few listen. Over media contain class water yard late. A shake conference history while.,R;Deep Learning;Excel;Tableau,61000,82000,71500,2023-11-02
Data Analyst,$67K-$126K,2.9,DataWorks,"Pune, MH","Mumbai, MH",1001-5000,"['Private', 'Public', 'Subsidiary', 'Non-profit']",Information Technology,Data Science,10M-100M,Yes,Third sit event leave support candidate. Above society attention save dog can approach. Past describe other.,Git;SQL;Spark,67000,126000,96500,2017-09-08
